"","ko15","ko16","ko18","ko19","ko21","ko22","wt15","wt16","wt18","wt19","wt21","wt22"
"S151",113104.115,1338961.25672727,158341.078888888,92680.8650000002,3633.93000000001,3380.40000000001,58396.958666666,417365.089599997,226827.969999996,78467.6716363634,4500.94000000001,34328.9675555563
"S152",29349.3888000003,43327.024999999,0,25917.9649999997,104474.126166666,3569.76499999992,49730.1626249991,63247.9100000002,37703.9799999995,7034.67499999984,32839.9599999992,24179.2500000008
"S153",93821.4489166666,170905.825,190366.496181818,76437.0119999981,33410.2090252271,45443.0199069533,46860.1752504996,101053.614999998,94497.4929166666,44045.3599999997,28218.6395000004,52495.2967499991
"S154",43404.2518395212,69291.9399999999,46928.0899999999,27793.2537334003,11482.5643412295,17319.7666678308,36296.6919945267,68748.6986666681,55343.094999999,40193.8950000001,26720.2068103751,19289.5092030193
"S155",182666.916631578,98477.6249999999,54543.3800000019,78952.6618125007,4370.21529949835,57220.5684999996,2595.08544377734,13290.238084648,1166.16407710594,2472.10317496055,1577.55602888308,1244.10243799077
"S156",161520.519999996,203361.408000002,609762.629272729,142551.154999998,63366.8806419148,103897.219999999,141797.387078124,374923.919999999,252860.493484574,129076.842333335,45955.8152677504,70997.804206715
"S157",38062.3649999997,39610.1500000014,66659.6100000006,36585.5373333329,8162.9769141664,4956.4585212931,0,11908.1805699594,24771.5310042631,19086.7399999996,10422.5445496531,11558.4810346836
"S158",697907.333396072,1499189.0005228,2507839.1318272,2868512.9111431,4254535.668,4179928.6807742,572841.618323434,1689396.6672943,2433371.50058362,284366.759999996,4225374.05805131,1159858.38769231
"S159",1648388.60200103,1119150.82243918,937032.00213334,432558.989290629,173679.746141948,124172.368444447,2249558.03532706,1655251.09136842,812958.858947366,418159.415333338,279640.903764709,136096.619250808
"S160",494066.403789472,396101.3646,308691.551444443,114675.528416667,40148.5384383684,46485.4893903752,611340.147643274,407641.727822672,252481.20825,112603.913288591,75611.4781212743,46866.4038503281
"S161",770167.340272729,1794403.96,620869.761428574,722512.940777786,134730.065499999,106002.76025,131322.279999997,473907.040000001,1305232.88524138,134070.419999999,571318.677391307,140051.85
"S162",6574112.59846688,7798941.9427123,2537972.90822556,3301682.75781817,2278865.35999998,6643876.64481818,4372620.69755671,3535422.08000008,7640517.45329709,5104321.40511586,5690718.77657146,2395025.92000001
"S163",488669.139692309,611539.624956524,622268.398148147,140372.674999999,143587.185,220250.246445342,187544.904999999,369670.214999998,426041.949583137,523675.405866667,151229.080000005,77938.5649999989
"S164",67841.7843333309,183061.180000003,109328.645666668,60147.6449999992,44327.0599999997,81523.9799999981,190585.406000001,99740.5799999999,129063.985000001,183234.650166669,65191.6400000004,63091.4100000022
"S165",91611.7253333322,84283.0749999985,27538.9152000002,41653.3886438506,0,0,0,63524.9150000002,0,24821.5485818622,0,3867.58121703974
"S166",36345.6096000003,46274.7151616087,99808.5364224142,136066.866341683,367211.600000001,272144.137323555,30520.6299999993,73287.3850000026,0,19538.6591482753,125963.719999997,184374.086378635
"S167",4281531.25286441,5360205.86228574,0,1902377.27376517,1170414.33785931,2526460.39500553,2105863.99999995,2935621.92457135,11050289.7285106,7248519.58023524,1148365.79632102,211957.093879492
"S168",144128.675000005,146022.422500002,126062.315,41812.3902326193,176690.039555553,138425.815,0,234565.826285718,161446.965000006,136871.77,182066.946749997,109438.884999999
"S169",40589.8400000014,66440.5902293485,22736.3199999995,34641.8210142128,26091.4752000002,32456.5349999996,53435.3600000019,17620.2342560348,29256.1100000001,4044.27134119736,86710.3900000007,31676.9211666671
"S170",1518726.07999996,2221248.31999997,7001756.87200002,10224996.4524444,2425975.36,2975782.41828564,3632745.58577773,3403937.59999998,504994.366063899,2557837.64945454,1586434.23999996,9331606.60199999
"S171",70434.7131666676,86521.2111462474,35432.3787586011,35888.5800000013,74535.4438483675,90934.9892908686,74727.3869372034,82985.6899999994,58457.1480808358,43581.7158586708,97313.2649999977,76609.8799999995
"S172",115273.204999999,135776.269999999,95040.0337142873,174619.630999999,78223.3949999989,105683.355808425,129767.58475,279879.904999999,67755.1845714297,313540.050162164,384284.455902438,126837.015384613
"S173",62785.9344117967,45028.645938141,54448.5096968149,126047.120842105,29634.8399999993,54784.0872905978,65010.6406999995,27061.9799999998,53852.4126343023,52852.8387653112,65603.9855935706,67354.4699999999
"S174",110287.109333332,83369.1149999994,214868.633777782,167345.971200001,154440.460000001,107968.070399995,113082.836571426,60906.7380282202,227033.41525,242889.150916667,73376.5899999995,284030.285000002
"S175",59929.32699473,28742.5781120622,89439.7499999999,71060.3899999987,52328.9049999996,60637.4899999999,66367.1562857154,23184.0506459137,33611.963866006,45760.421166665,35151.2427872282,36786.8900000013
"S176",162113.768197124,152592.195000002,64899.8976666675,75003.8965714289,34796.21,80897.9799999986,106676.659999999,138579.185000001,93355.3799999994,27875.780000001,72102.6799999995,82226.6650000002
"S177",112785.857296455,225163.614069388,136162.757862799,89950.413837981,98408.0492951273,88444.9965345188,173584.547247259,135765.315000001,131597.159312501,55520.2866666674,126409.203409091,68199.0740328178
"S178",6302643.99242104,6237355.74437505,4589510.89636365,3329059.73780768,3403075.03672724,2452062.51105881,76066.5483333343,616295.229480001,446484.652959998,339724.083857145,307779.160000004,198747.5465
"S179",1563183.98476191,1406294.0795926,1035347.06556522,765244.061249999,819143.123192305,559372.177277775,58751.665000002,141622.824632376,113166.558045455,43896.7046666672,84041.8368269626,31443.9799999996
"S180",111952.275,63988.1550000022,86229.9349999992,43921.3466249992,46538.4049999999,33908.3941809061,11234.2908730155,4277.0857679988,3653.83043975052,6492.08117582341,2361.06680518579,5249.44323901954
"S181",879852.035718753,380619.031666667,746469.268322583,120555.901636366,89796.5699999994,88503.8436666678,96178.6400000006,227863.999999997,309647.694222229,162120.722631579,130283.12,384218.096266667
"S182",75207.0732307694,43178.3500000015,35444.1199999995,15941.2483540591,31854.6484273288,0,128371.06768421,56875.108411952,44547.7249999997,15183.9155762631,25431.4593514362,16165.1249396766
"S183",243736.97559091,136912.459999998,133997.008928572,34798.1253749994,22049.1627670507,36142.1856000003,394625.755629633,67387.3350000002,84116.0510000011,61182.0818549315,61764.3371733311,68690.2547064128
"S184",377174.8593,137505.594999999,225364.466285718,177960.729333331,147560.719999999,161127.080571431,0,205866.35357143,264849.776221319,117902.377125002,107096.94345703,0
"S185",1597094.6631111,7505465.34266665,1004952.73479999,1890245.51854546,409091.000000014,132167.834285711,1023873.18903571,5093790.7039583,7746464.36224005,3084153.78599997,4534857.1047742,745987.950416666
"S186",167486.299999998,1450190.38915384,125429.028545454,270577.401407407,72919.6099999999,40595.7812730683,81347.5337142837,916398.713259253,1627876.78387878,642459.947225808,823334.223935486,74689.6250000006
"S187",73353.1201333338,330591.140689655,23667.0548143366,41247.3631137847,18205.8644779811,8661.74864422832,8874.29625389092,194400.689124999,169105.641272731,107674.8198,86375.4800000005,13613.5324569189
"S188",61628.1349999999,122903.880000002,9096.4058390979,18087.177141788,2379.11944818091,1411.48084178135,9402.66862836951,36484.8450000013,82267.3550000029,35055.9566531269,28454.9293333337,8008.8464274099
"S189",47129.9750000016,27146.7286666657,51206.7999999997,34340.7949999998,21013.2549999995,11499.6199999998,197297.985000002,54461.9661818194,48086.1899999997,41486.5850000014,25728.4416000002,53480.7449999993
"S190",75922.8450000002,15820.4650000002,93984.5099999987,64223.0399999992,10328.0571428573,45953.0950000016,57845.5300000001,70792.774999999,89716.7549999988,42902.9099999994,38732.7546666672,39156.3000000014
"S191",4646162.2509091,4731981.49270593,3294900.92000003,3411751.54250003,5306768.17685711,1719913.04177781,151867.329998999,229253.719999998,616802.095999998,778737.33819355,386918.079999999,1068044.37918272
"S192",77334.0161097474,200605.102583333,393676.835545456,137786.315199999,18051.9231052124,77042.611714287,3924.94890125335,12727.4718438208,39427.0449999991,25215.1756978105,3694.53704930234,10394.0154351445
"S193",81550.5849999989,119119.807833329,280284.254799997,59282.1460000008,14966.5920911549,50234.9349999999,66618.0669308458,38455.1799999995,120670.889999999,118200.204923077,30910.4054431274,35458.0979999991
"S194",24664.9030000003,48236.4775999996,233299.244999997,93496.2300000005,39577.298559841,30082.4299999996,7900.38285406366,111042.950666665,80846.3350000007,239878.262526315,43671.0784884781,36462.7212687568
"S195",730398.296199995,1020304.80738462,708394.120000002,668009.324307679,457267.960000016,454727.07710001,706966.840000002,1436399.38007998,1123768.60941176,1203025.57845,1122925.56012,913874.118666673
"S196",213071.762181823,1931395.44421052,121046.49,76040.2200000026,68947.6399999999,64257.9237999995,160572.35435294,154149.805090909,103132.703083333,121770.32445,151694.253538462,82760.3299999989
"S197",1558589.76000005,2297349.14181823,3405469.34577776,737302.800000026,576157.88000002,1268760.31040001,2877271.28000001,2007607.03999997,1220387.00000004,2579405.89986207,944471.026,621718.160000002
"S198",731509.833090911,4062409.16618177,211929.170000001,46279.9458333339,40627.4000000014,199510.650220186,491909.234999999,834242.485999998,221164.235,143732.579959007,136486.024062501,124345.596152314
"S199",45278.5800000016,310238.532545454,56804.8049999998,3079.63885714291,19192.9728571424,35292.3149999995,44851.3350000016,101881.5,29853.9399999998,10975.3449999999,33721.1065714277,23232.4249999997
"S200",176308.204999999,141136.343368421,136180.040000001,28479.8699999993,52954.7657142844,151843.036434781,124348.639999999,122509.952793693,135439.794999999,31575.2070000004,128607.964545453,103259.884307693
"S201",4249951.6312258,4310373.45164705,3046126.23410526,1464667.27418181,1028479.19231999,1132805.8022583,2073115.65107144,4461657.1566875,2863485.26622221,2793259.36960714,1114253.29963386,1397610.02577255
"S202",475421.960000001,436071.599999999,549670.7195,718986.846892857,164779.465333333,180224.320363636,246008.403818181,702860.279999993,645249.083076925,618122.911578955,185472.358416667,302068.474999995
"S203",402192.480000001,412966.155700009,723937.7,259682.014999992,28756.3982222228,17146.14,542510.06074074,380224.644881141,160953.989999998,278925.255000001,24720.5497777783,46412.3518024987
"S204",2117182.08,8389908.16811114,2519779.06036363,109094.507454545,252133.113666667,188710.830000001,1984695.44000002,9075907.56831577,846697.865000007,136228.466181818,138029.253833328,272840.535000003
"S205",57299.3449999992,38987.8224999986,55610.7100000001,16701.9419134295,19275.7143982047,17584.5861266951,20228.0127382933,74852.6658749987,31165.4099999998,5170.20963008784,11527.2703569194,0
"S206",307384.349804254,340118.445857137,301257.805000004,170258.524022276,48453.6115873479,104079.320815459,117579.026218294,464458.891764703,199945.046999772,147180.424999999,139779.54,51961.8556666674
"S207",61736.1199999992,98413.4238749983,104867.520000001,77107.3176999994,33293.5421934277,37875.7510105027,26845.8642829275,208902.363428572,38478.6549999997,59005.0101186896,46458.9436004929,30863.6204668573
"S208",32921.6438020232,107570.2244867,77751.6043366398,22191.1382594939,6566.66274546178,75528.4649999995,32382.3287765051,262936.556999995,82838.5800000029,70641.3653468376,78559.3278333344,7240.98679871354
"S209",223236.294999998,206073.395875714,89095.4499999979,52727.9800000018,158329.485,75345.5596156902,75722.2543557144,452798.31999999,150535.785000001,63050.8273090109,108752.595710014,74340.90837656
"S210",90537.7509625072,84871.515000003,69789.6100000004,8764.08177317518,18706.0389820604,21690.3112862183,44344.5712999997,215998.170000002,41937.3050000015,11877.391725216,18862.4368405443,24496.9450000009
"S211",20991.345,83416.0649999999,130571.08,146336.89,89486.6999999999,78522.3100000002,20514.02,89236.9968749984,144352.47,71957.1349999999,100798.519999999,70693.8555555547
"S212",116614.410000001,86682.219999998,122922.383466665,51250.6199999999,79979.9042499526,69226.1065331021,189574.240111113,88051.5950000005,85820.0715555573,72406.9998433333,74277.0327464722,56039.6282770789
"S213",120680.217999997,294244.129714284,167794.771285715,123382.161798305,38486.65667901,11811.7640706918,69200.1504000006,228369.121954546,258382.146521737,171683.395807938,36955.2981257727,13574.0730698981
"S214",3565229.64735714,3152969.57292855,2922605.82209092,2627437.40134614,1927703.86371451,1889241.42191017,3479746.46335485,3677790.80521873,2887828.51279999,2492586.00307693,1501167.10353468,1302692.98639207
"S215",357045.360000001,453751.404999999,401489.946545453,45720.4311428579,113795.845,140808.071833333,671951.074666671,922778.061142856,356711.79975,218422.355,206600.298333333,159272.220833333
"S216",102501.78711111,256132.357411765,98305.4750000006,55612.2750000003,31057.0053999998,63297.5205262062,86407.990898927,125477.588529232,131056.937142857,45075.1299999997,40200.1549999988,27934.2648571433
"S217",221118.03025,212537.386014121,98172.4499999993,31212.8304020678,69703.9208060808,74619.2000000026,196246.015743111,123509.479714283,96421.9003333346,62332.0028517256,93240.1942591815,112575.776199999
"S218",3701595.94583335,3747114.31034483,3841640.33360002,1690738.36000002,1652175.77352059,1190669.8213594,4837125.53457696,5715446.62096295,4127612.66203849,2712029.46666666,895575.819532286,8436.91500000029
"S219",1119650.45738888,809364.79000001,1324524.24048001,1029855.86935735,619475.827419656,509822.78502436,1653801.21548148,1941376.91316128,1455962.33053333,813049.256941812,404030.335492953,329114.607950479
"S220",211689.095625002,218232.211803204,258287.858811707,0,60117.2802376643,21525.6921245688,375438.199041669,305804.130000005,389392.519481481,231255.25515736,37665.6145648967,34830.9198316257
"S221",18301.1598019945,46142.4600000003,0,50415.0025714273,1792.82060205558,0,30958.8300000002,27853.8699999996,27204.3949999996,32954.3265714291,1612.01061236041,6295.76778879723
"S222",70908.2295384617,169315.785000002,149556.095000002,102180.415000001,34789.9500000012,37968.1542210084,48631.0654285722,139976.423454545,175275.670210529,136772.143238095,15635.1620270071,14467.3877608882
"S223",4752717.20000003,4271506.18061542,2932520.448,2770161.81360004,1384914.88803474,4608371.28834779,147860.435454545,133939.791000003,65053.9199999996,213731.623583333,241106.286999997,160739.39696185
"S224",392678.989888893,50463.5514359089,35362.0329511438,49509.761833334,67471.4995420316,94648.0699999978,7570.08370617789,1889.23468869989,1142.58498966973,2301.48424128958,5779.38724479137,5971.21630869913
